society,price,price_per_sqft,area,bedRoom,bathroom,balcony,floorNum,facing,agePossession,Environment Rating,Lifestyle Rating ,Connectivity Rating,Saftey Rating,furnishing_status,Private Garden / Terrace,Maintenance Staff,Water Storage,Park,Visitor Parking,Waste Disposal,Rain Water Harvesting,Security,cumulative_weight,latitude,longitude,region_cluster
independent,4.95,20370,2430,6,5,3+,3,7,1 to 5 Year Old,5,5,5,4,Fully Furnished,1,0,1,1,1,0,0,0,0.5,28.4983353,77.0203007,0
Gated Community,15.7,31666,6000,5,6,3+,3,2,1 to 5 Year Old,3,4,4,4,Fully Furnished,1,1,1,0,0,0,0,0,2.5,28.4601,77.02635,0
independent,4.99,18889,2642,4,4,3+,3,1,5 to 10 Year Old,5,5,5,4,Fully Furnished,1,0,1,1,1,1,0,0,2.5,28.4983353,77.0203007,0
Gated Community,7.1,283333,251,3,3,3,1,0,5 to 10 Year Old,5,5,5,5,Fully Furnished,1,1,1,1,1,1,1,0,0.5,28.4150509,77.0642955,0
independent,4.25,31481,1350,5,5,3+,3,0,1 to 5 Year Old,5,4,5,4,Fully Furnished,1,1,1,1,1,1,1,0,1.5,28.4652928,77.092478,0
independent,9.5,42222,2250,5,5,3+,2,2,1 to 5 Year Old,5,5,5,4,Fully Furnished,1,1,1,1,1,0,0,1,1.5,28.4545693,77.0826249,0
independent,15.7,59259,2700,16,16,3+,4,7,0 to 1 Year Old,5,5,5,5,Fully Furnished,1,1,1,1,1,1,1,1,3.5,28.4601,77.02635,0
independent,8.25,45833,1800,12,12,3+,4,0,0 to 1 Year Old,5,4,5,4,Fully Furnished,0,1,1,1,1,1,1,0,1.5,28.4692155,77.0912578,0
Gated Community,4.7,18008,2610,4,4,3+,3,2,0 to 1 Year Old,5,4,4,4,Fully Furnished,1,1,0,1,1,0,0,0,0.5,28.3846684,77.0220391,0
independent,4.25,26235,1620,5,5,3+,3,2,5 to 10 Year Old,5,5,5,4,Fully Furnished,0,1,1,1,1,1,0,1,2,28.4527426,77.0431979,0
independent,3.6,19231,1809,5,5,3+,2,7,1 to 5 Year Old,5,5,5,5,Fully Furnished,1,1,1,1,1,1,1,0,3,28.4601,77.02635,0
independent,4.5,33333,1350,10,8,3+,4,0,1 to 5 Year Old,4,5,5,4,Fully Furnished,0,1,1,1,1,1,0,1,1.5,28.4601,77.02635,0
Gated Community,8.6,12285,6430.5,4,5,3+,3,0,1 to 5 Year Old,4,4,5,4,Fully Furnished,1,1,0,1,1,1,0,0,0,28.4159257,77.0290772,0
Gated Community,9.55,19293,4950,6,7,3+,2,0,1 to 5 Year Old,3,4,4,4,Fully Furnished,1,1,1,0,0,0,0,0,3.5,28.4384785,77.0251655,0
Gated Community,4.95,20599,2403,7,7,3+,2,4,10+ Year Old,4,4,5,4,Fully Furnished,1,1,1,0,0,0,0,1,3.5,28.4104903,77.0394627,0
Gated Community,9.5,173992,546,6,6,3+,3,2,5 to 10 Year Old,3,4,4,4,Fully Furnished,0,1,1,1,1,1,1,0,0,28.4601,77.02635,0
Gated Community,5,21367,2340,7,7,3,2,2,5 to 10 Year Old,4,4,5,4,Fully Furnished,0,1,1,1,1,1,1,0,0,28.4601,77.02635,0
Gated Community,4.75,20299,2340,7,7,3,2,2,5 to 10 Year Old,4,4,5,4,Fully Furnished,0,1,1,1,1,1,0,0,1,28.4601,77.02635,0
Gated Community,1.15,41818,275,3,3,3,2,2,10+ Year Old,5,4,5,5,Fully Furnished,0,1,1,1,1,1,0,0,0,28.4601,77.02635,0
Gated Community,6,9634,6228,4,5,3,2,2,5 to 10 Year Old,5,4,3,4,Unfurnished,0,1,1,1,1,0,0,0,0,28.462276,77.0410012,0
Gated Community,9,19231,4680,5,5,2,2,1,10+ Year Old,5,5,5,4,Fully Furnished,1,1,1,0,0,0,0,0,3.5,28.5057113,77.0355986,0
independent,3.6,20833,1728,4,4,2,2,4,10+ Year Old,4,4,4,4,Fully Furnished,1,1,1,0,0,0,0,0,3.5,28.4601,77.02635,0
independent,9,33333,2700,5,5,2,3,6,10+ Year Old,5,5,5,5,Fully Furnished,1,1,1,0,0,0,0,0,3.5,28.4601,77.02635,0
independent,2.2,6875,3200,12,12,3+,6,1,0 to 1 Year Old,5,5,5,4,Fully Furnished,0,1,0,1,1,0,0,0,0.5,28.4545693,77.0826249,0
independent,3.3,14667,2250,3,3,2,1,2,10+ Year Old,5,5,5,5,Fully Furnished,0,0,1,1,1,1,1,0,0,28.4750063,77.0103535,0
independent,3.5,14787,2367,5,4,2,2,1,10+ Year Old,4,4,5,4,Fully Furnished,1,0,1,1,1,1,0,0,1.5,28.4803924,77.0190946,0
independent,2.35,16319,1440,4,4,2,2,0,10+ Year Old,5,5,5,5,Fully Furnished,1,0,1,1,1,1,0,0,1,28.4750063,77.0103535,0
independent,15.7,18250,6430.5,7,9,3+,4,0,1 to 5 Year Old,5,5,5,5,Fully Furnished,1,0,0,1,1,0,0,0,3.5,28.4601,77.02635,0
independent,5.3,27390,1935,9,9,3+,3,0,5 to 10 Year Old,4,4,4,4,Fully Furnished,1,1,1,1,1,1,0,1,0.5,28.4601,77.02635,0
Gated Community,6.25,30728,2034,7,7,3+,3,1,5 to 10 Year Old,5,5,5,4,Fully Furnished,1,0,0,1,1,0,1,1,2.5,28.4545693,77.0826249,0
Gated Community,6.3,35000,1800,4,4,3+,2,0,10+ Year Old,5,5,5,5,Fully Furnished,1,1,1,1,1,0,0,1,1.5,28.4601,77.02635,0
Gated Community,5.5,30556,1800,4,4,3+,2,0,5 to 10 Year Old,4,4,5,4,Fully Furnished,1,1,1,1,1,1,1,0,2,28.4716216,77.1073561,0
independent,11.75,41315,2844,4,5,3+,4,0,1 to 5 Year Old,5,4,5,5,Fully Furnished,1,0,0,1,1,0,0,0,2.5,28.4640865,77.0836441,0
Gated Community,1.9,3786,5018,10,9,3+,3,1,1 to 5 Year Old,4,5,5,4,Fully Furnished,1,0,0,1,0,0,1,0,0.5,28.4601,77.02635,0
Gated Community,10.8,60000,1800,4,4,3,2,1,1 to 5 Year Old,5,5,5,5,Fully Furnished,1,1,1,1,1,0,0,1,3.5,28.4150509,77.0642955,0
Gated Community,6.4,24691,2592,3,4,3,2,1,1 to 5 Year Old,4,4,5,4,Fully Furnished,1,1,1,0,0,0,0,1,2.5,28.4104903,77.0394627,0
Gated Community,1.15,9349,1230,2,2,3,2,1,1 to 5 Year Old,4,4,5,4,Fully Furnished,0,1,0,1,1,0,0,0,1,28.24737,77.06544,0
independent,5.5,23504,2340,4,4,2,2,1,1 to 5 Year Old,4,4,5,4,Fully Furnished,0,0,1,1,1,0,0,0,0.5,28.4104903,77.0394627,0
Gated Community,3.5,21605,1620,4,4,2,2,5,1 to 5 Year Old,4,4,5,4,Fully Furnished,0,0,1,1,1,0,0,0,1,28.4359133,77.0584045,0
independent,3.75,234375,160,4,4,3,3,0,5 to 10 Year Old,4,5,4,4,Fully Furnished,0,1,1,0,0,1,0,0,0.5,28.441611,77.1118718,0
independent,4.25,26235,1620,10,9,3+,4,1,5 to 10 Year Old,5,5,5,5,Fully Furnished,0,0,1,1,1,1,0,0,1.5,28.4597391,77.0612091,0
independent,4,21786,1836,6,6,3+,4,2,10+ Year Old,4,4,5,4,Fully Furnished,1,1,1,0,0,0,0,1,3,28.4351423,77.0403538,0
Gated Community,15.7,35000,6430.5,7,9,3+,3,2,5 to 10 Year Old,5,5,5,5,Fully Furnished,1,0,1,1,1,1,0,0,3.5,28.6273247,75.96433886,1
Gated Community,1.4,8235,1700,3,3,2,3,3,0 to 1 Year Old,4,4,4,4,Fully Furnished,0,1,0,1,1,0,0,1,1,28.3931076,76.9588762,0
Gated Community,5,15432,3240,4,4,3+,3,0,1 to 5 Year Old,4,4,4,4,Fully Furnished,1,1,0,0,0,0,0,1,2.5,28.4601,77.02635,0
independent,15.7,37627,4518,5,5,3+,2,2,1 to 5 Year Old,5,5,5,5,Fully Furnished,1,0,1,0,0,0,0,1,3.5,28.4714278,77.0939848,0
Gated Community,9,21251,4235,4,4,3+,2,6,1 to 5 Year Old,3,4,4,4,Fully Furnished,1,1,1,1,1,0,0,0,2.5,28.3974292,77.0538823,0
Gated Community,1.65,30556,540,4,4,3+,4,7,5 to 10 Year Old,5,5,5,4,Fully Furnished,0,1,1,1,1,1,0,0,0.5,28.4601,77.02635,0
Gated Community,11,27160,4050,5,6,3+,3,0,0 to 1 Year Old,5,5,5,4,Fully Furnished,1,1,1,0,0,0,0,1,1.5,28.4601,77.02635,0
independent,11,35530,3096,5,5,3+,2,0,1 to 5 Year Old,5,5,5,5,Fully Furnished,1,0,0,1,1,0,0,0,3.5,28.483901,77.0846097,0
Gated Community,3.75,22046,1701,3,3,1,2,4,10+ Year Old,4,4,5,5,Fully Furnished,0,1,0,0,0,0,0,0,1,28.4163341,77.0504907,0
Gated Community,3.4,22222,1530,6,6,3+,2,7,5 to 10 Year Old,4,5,5,4,Fully Furnished,0,0,1,1,1,1,1,0,0,28.4253232,77.0985157,0
independent,4.5,33333,1350,3,3,2,2,7,10+ Year Old,5,5,5,5,Fully Furnished,1,0,1,1,1,1,1,0,1,28.4714278,77.0939848,0
independent,5.25,27132,1935,4,4,2,2,0,10+ Year Old,4,4,4,4,Fully Furnished,1,0,1,1,1,1,0,1,1.5,28.4601,77.02635,0
independent,6.5,22855,2844,4,4,2,2,0,10+ Year Old,4,5,5,4,Fully Furnished,1,0,1,1,1,1,1,0,1,28.503445,77.0952048,0
Gated Community,11,40741,2700,4,4,3+,2,1,5 to 10 Year Old,5,5,5,5,Fully Furnished,0,1,0,1,1,0,0,1,0.5,28.4601,77.02635,0
Gated Community,7.5,34722,2160,3,3,2,2,7,5 to 10 Year Old,5,5,5,5,Fully Furnished,0,1,0,1,1,0,0,0,0.5,28.4601,77.02635,0
independent,9.9,29333,3375,5,5,2,2,5,5 to 10 Year Old,5,5,5,5,Fully Furnished,1,0,1,1,1,0,0,1,1,28.4601,77.02635,0
Gated Community,6.75,32328,2088,4,4,3,3,7,1 to 5 Year Old,5,5,5,5,Fully Furnished,0,1,0,1,0,0,1,0,0.5,28.4601,77.02635,0
Gated Community,6.75,290948,232,12,12,3+,2,7,5 to 10 Year Old,5,5,5,5,Fully Furnished,1,1,1,1,1,1,1,0,3,28.4601,77.02635,0
Gated Community,3.75,25562,1467,6,6,3+,3,0,5 to 10 Year Old,5,5,5,5,Fully Furnished,0,1,0,1,0,0,1,0,1,28.4601,77.02635,0
independent,1.45,12393,1170,4,4,2,2,1,10+ Year Old,5,5,5,5,Fully Furnished,0,1,1,0,0,0,0,0,0.5,28.4601,77.02635,0
independent,4.1,22331,1836,3,3,2,1,2,10+ Year Old,5,5,5,4,Fully Furnished,0,1,1,1,1,0,1,0,2.5,28.4601,77.02635,0
independent,6.4,20317,3150,6,6,3+,3,1,10+ Year Old,4,5,5,4,Fully Furnished,0,1,1,1,1,1,1,0,0.5,28.4730128,77.0482686,0
independent,3.5,18088,1935,6,4,2,2,7,10+ Year Old,4,5,5,4,Fully Furnished,0,1,1,1,1,1,1,0,0.5,28.4730128,77.0482686,0
Gated Community,4.7,21759,2160,3,3,3+,3,0,0 to 1 Year Old,4,4,4,4,Fully Furnished,0,1,1,1,1,0,0,0,0.5,28.4601,77.02635,0
independent,7.5,16600,4518,3,3,2,1,7,10+ Year Old,4,5,5,4,Fully Furnished,0,1,1,1,1,1,1,0,2.5,28.4730128,77.0482686,0
Gated Community,5.5,21219,2592,3,6,2,2,1,5 to 10 Year Old,4,4,5,4,Fully Furnished,1,1,1,1,1,0,0,1,1,28.4104903,77.0394627,0
Gated Community,7.65,19125,4000,4,4,3,2,2,5 to 10 Year Old,4,4,5,4,Fully Furnished,1,1,1,1,1,1,1,0,2,28.4104903,77.0394627,0
Gated Community,5.15,18885,2727,5,7,3,2,0,5 to 10 Year Old,4,4,5,4,Fully Furnished,1,1,1,0,0,0,0,1,1.5,28.4104903,77.0394627,0
Gated Community,6.75,15000,4500,5,4,2,2,1,0 to 1 Year Old,5,5,5,5,Fully Furnished,1,1,1,1,1,1,1,0,0.5,28.4601,77.02635,0
independent,10,37037,2700,5,5,3+,3,0,5 to 10 Year Old,5,5,5,5,Fully Furnished,1,0,0,1,1,1,0,0,1.5,28.4601,77.02635,0
independent,8.5,18814,4518,4,4,2,2,7,10+ Year Old,5,5,5,5,Fully Furnished,0,0,1,1,1,1,1,0,2.5,28.4601,77.02635,0
Gated Community,6.75,32328,2088,12,12,3+,3,1,5 to 10 Year Old,5,5,5,5,Fully Furnished,1,1,1,1,1,1,1,0,3,28.4601,77.02635,0
independent,9.5,23457,4050,8,8,3,3,7,1 to 5 Year Old,5,5,5,5,Fully Furnished,0,1,1,1,1,1,1,0,1,28.4758035,77.0607773,0
independent,5.5,16975,3240,5,4,2,2,0,10+ Year Old,4,5,5,4,Fully Furnished,0,1,1,1,1,1,1,0,1,28.4601,77.02635,0
independent,6.46,18889,3420,5,5,2,3,0,5 to 10 Year Old,4,5,5,4,Fully Furnished,0,1,1,1,1,1,1,0,2.5,28.4601,77.02635,0
Gated Community,5.6,14000,4000,5,4,3+,33,2,0 to 1 Year Old,4,4,5,4,Fully Furnished,0,1,1,0,0,0,0,1,3.5,28.5060806,76.9967796,0
independent,10.5,32407,3240,5,6,3+,3,0,0 to 1 Year Old,5,4,5,5,Fully Furnished,1,1,1,0,0,0,0,1,2.5,28.4640865,77.0836441,0
independent,8,266666,300,5,4,3,2,1,1 to 5 Year Old,4,4,4,4,Fully Furnished,0,0,1,1,1,1,1,0,2.5,28.4232478,77.0804487,0
Gated Community,6.44,26502,2430,4,5,3+,3,2,0 to 1 Year Old,5,4,3,4,Unfurnished,1,1,1,1,1,0,0,1,3.5,28.5109205,77.0065956,0
independent,7.5,23148,3240,8,8,3+,3,2,1 to 5 Year Old,4,5,5,4,Fully Furnished,1,1,1,1,1,0,0,0,2.5,28.4253232,77.0985157,0
Gated Community,7,32407,2160,4,4,2,2,0,10+ Year Old,5,5,5,5,Fully Furnished,0,1,1,1,1,0,0,1,0.5,28.4150509,77.0642955,0
independent,11,33951,3240,13,13,3+,3,0,1 to 5 Year Old,5,4,5,5,Fully Furnished,1,1,1,1,1,0,0,1,2.5,28.4640865,77.0836441,0
Gated Community,6.5,18808,3456,5,5,2,2,2,1 to 5 Year Old,5,5,5,5,Fully Furnished,0,1,1,1,1,0,0,0,2.5,28.4601,77.02635,0
Gated Community,6.8,31481,2160,4,4,3+,2,5,10+ Year Old,5,5,5,5,Fully Furnished,1,1,1,1,1,0,0,0,2.5,28.4150509,77.0642955,0
Gated Community,6.75,10838,6228,4,4,3+,2,2,0 to 1 Year Old,5,4,3,4,Fully Furnished,1,1,1,1,1,0,0,1,1.5,28.5109205,77.0065956,0
Gated Community,4.7,19847,2368,6,6,3+,2,7,10+ Year Old,4,4,5,5,Fully Furnished,1,1,1,1,1,0,0,1,2,28.506318,77.0655182,0
Gated Community,7.8,23148,3370,4,4,3+,2,2,1 to 5 Year Old,4,4,5,4,Fully Furnished,1,1,1,0,0,0,0,1,3.5,28.4104903,77.0394627,0
Gated Community,6.5,12037,5400,4,4,3+,1,2,0 to 1 Year Old,5,4,3,4,Fully Furnished,1,1,1,0,0,0,0,1,0.5,28.5109205,77.0065956,0
Gated Community,8.5,17820,4770,5,5,3+,3,1,0 to 1 Year Old,3,4,4,4,Fully Furnished,1,1,1,0,0,0,0,1,3.5,28.4305338,77.0273826,0
Gated Community,4.5,24390,1845,6,6,3+,3,2,5 to 10 Year Old,4,4,5,4,Fully Furnished,1,1,1,1,1,0,0,0,1,27.45436,85.22301,-1
independent,4.45,35185,1265,4,4,3,3,7,10+ Year Old,5,5,5,5,Fully Furnished,0,0,0,0,0,1,0,0,0,28.4714278,77.0939848,0
Gated Community,3.6,19231,1809,5,8,3+,4,7,1 to 5 Year Old,3,4,4,4,Fully Furnished,1,1,1,1,1,0,0,1,1.5,28.4384785,77.0251655,0
Gated Community,3.8,26063,1458,8,8,3+,4,0,1 to 5 Year Old,4,4,4,4,Fully Furnished,1,1,1,1,1,0,0,1,2,28.4601,77.02635,0
independent,1,79365,126,2,2,0,0,0,10+ Year Old,4,4,4,4,Fully Furnished,0,0,1,0,0,1,0,0,1,28.4601,77.02635,0
Gated Community,1.4,23932,585,8,8,3,4,0,5 to 10 Year Old,4,4,5,4,Fully Furnished,0,1,1,1,1,1,1,0,0.5,27.45436,85.22301,-1
Gated Community,11.5,24573,4680,5,6,3+,4,0,1 to 5 Year Old,3,4,4,4,Fully Furnished,1,1,1,1,1,0,0,1,0.5,28.4384785,77.0251655,0
Gated Community,3.5,24005,1458,3,2,3,2,0,5 to 10 Year Old,4,4,5,4,Fully Furnished,1,1,1,1,1,0,0,0,1,28.4601,77.02635,0
Gated Community,7.1,32870,2160,5,4,3,2,0,5 to 10 Year Old,5,5,5,5,Fully Furnished,1,1,1,1,1,0,0,0,3,27.45436,85.22301,-1
Gated Community,9.5,33404,2844,9,9,3+,3,3,10+ Year Old,5,5,5,5,Fully Furnished,0,0,1,1,1,0,0,1,0.5,28.4601,77.02635,0
Gated Community,11.75,23240,5056,5,7,3+,3,0,1 to 5 Year Old,3,4,4,4,Fully Furnished,1,1,0,1,1,0,0,1,0.5,28.4384785,77.0251655,0
independent,4,29630,1350,4,4,3,2,1,10+ Year Old,5,5,5,5,Fully Furnished,1,0,1,0,0,0,0,0,1,28.4714278,77.0939848,0
Gated Community,2.25,16071,1400,3,3,3,4,5,0 to 1 Year Old,4,5,5,4,Fully Furnished,1,1,0,1,1,0,0,0,0.5,28.4601,77.02635,0
Gated Community,12.5,51440,2430,16,17,3+,4,4,1 to 5 Year Old,5,4,5,5,Fully Furnished,1,1,1,0,0,0,0,1,3,28.4640865,77.0836441,0
Gated Community,11,26667,4125,5,6,3,3,0,0 to 1 Year Old,3,4,4,4,Fully Furnished,1,1,1,1,1,1,1,1,1.5,28.4419882,77.0340459,0
Gated Community,4.3,28782,1494,9,9,3+,3,0,1 to 5 Year Old,4,4,5,4,Fully Furnished,1,1,1,1,1,1,1,0,1.5,28.4601,77.02635,0
Gated Community,7.45,34491,2160,4,4,3,3,0,10+ Year Old,5,5,5,5,Fully Furnished,1,1,1,1,1,0,0,0,0.5,28.4601,77.02635,0
Gated Community,7.42,34351,2160,4,4,3,2,7,10+ Year Old,5,5,5,5,Fully Furnished,1,1,1,1,1,0,0,0,0,28.4601,77.02635,0
Gated Community,9.25,47803,1935,12,12,3+,4,2,0 to 1 Year Old,4,4,5,4,Fully Furnished,1,1,0,1,1,0,1,0,1.5,28.4601,77.02635,0
independent,1.2,6230,1926,3,2,2,3,0,0 to 1 Year Old,5,4,4,5,Fully Furnished,1,1,1,1,1,0,0,1,0,28.5056942,77.0463022,0
independent,6.09,33665,1809,12,11,3+,4,7,5 to 10 Year Old,5,4,5,5,Fully Furnished,1,1,1,1,1,1,1,0,1,28.4234344,77.0468649,0
independent,5,44444,1125,9,9,3+,5,0,0 to 1 Year Old,4,4,5,4,Fully Furnished,1,1,1,1,1,1,1,0,0.5,28.4274166,77.1097538,0
Gated Community,3.6,19231,1809,4,4,3+,3,1,0 to 1 Year Old,3,4,4,4,Fully Furnished,0,1,1,1,0,0,0,1,3.5,28.3974292,77.0538823,0
Gated Community,3.6,19231,1809,5,5,3,2,0,1 to 5 Year Old,3,4,4,4,Fully Furnished,1,1,1,0,0,0,0,0,0,28.3974292,77.0538823,0
Gated Community,2.98,20566,1449,6,6,3+,3,0,1 to 5 Year Old,5,5,5,5,Unfurnished,1,1,1,1,1,0,0,0,2,28.47919,77.0704879,0
Gated Community,4,22222,1800,9,9,3+,2,0,1 to 5 Year Old,4,4,5,4,Fully Furnished,1,1,1,0,0,0,0,1,2,28.4601,77.02635,0
independent,2.4,26667,900,4,4,3,3,0,5 to 10 Year Old,4,4,5,4,Fully Furnished,0,0,1,1,1,0,0,0,1,28.4359133,77.0584045,0
independent,3.15,20349,1548,5,4,3+,2,2,5 to 10 Year Old,4,4,4,4,Fully Furnished,0,0,1,1,1,0,0,0,1,28.4232478,77.0804487,0
independent,4.25,23148,1836,5,4,2,3,2,5 to 10 Year Old,4,4,5,4,Fully Furnished,0,0,1,1,0,0,1,0,1,28.4359133,77.0584045,0
independent,5,21124,2367,9,9,3+,3,5,1 to 5 Year Old,4,4,4,4,Fully Furnished,1,0,1,1,0,0,0,0,1,28.4500427,77.0577093,0
independent,2.2,24202,909,3,3,2,3,3,10+ Year Old,4,4,5,4,Fully Furnished,0,0,1,1,0,0,1,0,1,28.4359133,77.0584045,0
independent,3.5,24155,1449,4,3,3,2,6,5 to 10 Year Old,5,5,5,4,Fully Furnished,1,0,1,1,1,0,0,0,1,28.4540044,77.0497179,0
independent,5.65,23870,2367,8,6,3+,3,6,5 to 10 Year Old,4,4,5,4,Fully Furnished,1,0,1,1,1,0,1,0,0.5,28.4359133,77.0584045,0
independent,3.55,24500,1449,5,4,3+,3,3,5 to 10 Year Old,4,4,5,4,Fully Furnished,1,0,0,1,1,0,1,0,0.5,28.4359133,77.0584045,0
independent,3.6,24845,1449,5,5,3+,3,5,5 to 10 Year Old,4,4,5,4,Fully Furnished,1,0,1,1,1,0,0,0,0.5,28.4359133,77.0584045,0
independent,3.1,20026,1548,5,4,3+,2,2,5 to 10 Year Old,4,4,5,4,Fully Furnished,0,0,1,1,0,0,1,0,1.5,28.4545693,77.0826249,0
independent,4.75,28787,1650,3,3,3,2,3,5 to 10 Year Old,4,4,4,4,Fully Furnished,1,1,1,1,1,0,0,1,1,28.6273247,75.96433886,1
Gated Community,3.05,12551,2430,3,3,2,2,0,5 to 10 Year Old,4,4,5,4,Fully Furnished,1,1,1,0,0,0,0,1,3,28.4601,77.02635,0
Gated Community,5.5,30556,1800,4,4,3,2,2,5 to 10 Year Old,4,4,5,4,Fully Furnished,0,1,1,1,1,0,0,0,2.5,28.4779375,77.1032425,0
Gated Community,4.25,31481,1350,3,2,3,2,1,10+ Year Old,5,5,5,5,Fully Furnished,0,1,1,1,1,1,1,0,1,28.483901,77.0846097,0
Gated Community,4.5,33333,1350,3,3,2,2,0,5 to 10 Year Old,4,4,5,4,Fully Furnished,1,1,1,1,1,1,1,0,1.5,28.4779375,77.1032425,0
Gated Community,3.25,33129,981,3,3,3,2,7,10+ Year Old,4,4,5,4,Fully Furnished,1,1,1,1,1,1,0,1,1,28.4779375,77.1032425,0
Gated Community,3.6,14815,2430,3,3,2,2,0,5 to 10 Year Old,4,4,5,4,Fully Furnished,1,1,1,0,0,0,0,1,3,28.4601,77.02635,0
